Parametri velivolo: 
Valore della massa:' 1043 
Valore apertura alare: 10.92 
Valore della superficie alare: 16.3 
Valore della corda: 1.49 
Valore del Mach di Drag Rise: 0.6 
Valore della distanza tra l'asse di spinta e l'asse baricentrico x lungo z :0 
Valore della distanza tra l'asse di spinta e l'asse baricentrico x lungo y :0 
Valore della distanza tra l'asse di spinta e l'asse baricentrico x lungo y :0 
Angolo tra l'asse di spinta e l'asse x nel piano x-y DTZ [deg] >0 verso DX : 0 
Angolo tra l'asse di spinta e l'asse x nel piano x-z DTY [deg] >0 verso l'alto : 0 
Numero di incidenze per cui sono disponibili i dati: 126 
Rotary derivatives (se è 1--> presenti): 0 
Valore del CG:
Valore di JX: 1272.5 
Valore di JY: 1806.7 
Valore di JZ: 2640.3 
Valore di JXZ: 0 
Opzione posizione baricentro: 0 
Nuova posizione baricentro: 0.25 
Posizione pilota lungo X (rispetto al CG): 0 
Posizione pilota lungo Y (rispetto al CG): 0 
Posizione pilota lungo Z (rispetto al CG): 0 

Parametri Deflection Limits: 
Deflessione MAX elevator: 20 
Deflessione MIN elevator: -20 
Deflessione Ailerons: 20 
Deflessione Rudder: 20 
Deflessione Flap MIN: 40 
Deflessione FLAP MAX: 0 

Parametri Massa Combustibile: 
Opzione massa (0-->costante, 1-->variabile): 1 
Frazione peso di combustibile (MTOW): 0.05 

Steady State Coefficients: 
alfa 	 CX 	 CY 	 CZ 	 Cl 	 Cm 	 Cn 	 
 -3.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 -3.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 -3.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 -3.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 -3 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 -2.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 -2.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 -2.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 -2.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 -2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 -1.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 -1.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 -1.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 -1.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 -1 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 -0.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 -0.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 -0.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 -0.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 0 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 0.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 0.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 0.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 0.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 1 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 1.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 1.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 1.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 1.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 2.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 2.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 2.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 2.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 3 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 3.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 3.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 3.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 3.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 4.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 4.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 4.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 4.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 5 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 5.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 5.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 5.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 5.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 6.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 6.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 6.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 6.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 7 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 7.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 7.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 7.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 7.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 8.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 8.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 8.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 8.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 9 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 9.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 9.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 9.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 9.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 10 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 10.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 10.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 10.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 10.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 11 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 11.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 11.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 11.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 11.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 12 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 12.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 12.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 12.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 12.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 13 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 13.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 13.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 13.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 13.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 14 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 14.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 14.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 14.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 14.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 15 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 15.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 15.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 15.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 15.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 16 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 16.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 16.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 16.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 16.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 17 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 17.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 17.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 17.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 17.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 18 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 18.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 18.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 18.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 18.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 19 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 19.2 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 19.4 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 19.6 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 19.8 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
 20 	 -0.06 	 0 	 -0.43 	 0 	 0 	 0.187 	
Control Moment Derivatives 
alfa 	 Clda 	 Cldr 	 Cmde 	 Cmdle 	 Cnda 	 Cndr 	

 -5 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -4.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -4.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -4.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -4.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -3.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -3.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -3.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -3.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -3 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -2.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -2.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -2.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -2.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -1.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -1.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -1.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -1.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -1 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -0.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -0.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -0.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 -0.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 0 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 0.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 0.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 0.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 0.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 1 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 1.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 1.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 1.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 1.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 2.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 2.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 2.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 2.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 3 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 3.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 3.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 3.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 3.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 4.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 4.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 4.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 4.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 5 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 5.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 5.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 5.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 5.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 6.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 6.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 6.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 6.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 7 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 7.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 7.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 7.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 7.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 8.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 8.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 8.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 8.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 9 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 9.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 9.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 9.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 9.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 10 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 10.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 10.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 10.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 10.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 11 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 11.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 11.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 11.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 11.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 12 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 12.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 12.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 12.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 12.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 13 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 13.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 13.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 13.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 13.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 14 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 14.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 14.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 14.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 14.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 15 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 15.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 15.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 15.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 15.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 16 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 16.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 16.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 16.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 16.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 17 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 17.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 17.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 17.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 17.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 18 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 18.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 18.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 18.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 18.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 19 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 19.2 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 19.4 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 19.6 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 19.8 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
 20 	 0.178 	 0.0147 	 -1.28 	 0 	 -0.053 	 -0.0657 	
